,full_text,label
923,"@Malika6027 Selama yang diusung sebagai calon presiden adalah Anies Baswedan, oleh koalisi manapun nggak masalah, dipasangkan dengan Cawapres siapapun bebas saja. Karena Anies Baswedan adalah ikon perubahan, dan itu sudah dibuktikan melalui rekam jejaknya.",1
924,penembak yg jitu punya psikologis yg tenang dan pandai membuat keputusan yg cepat dan tepat Anies Baswedan keren  😎 🙏🏻 calon presiden ku ini boss https://t.co/Lx4LkUGYAh,1
925,Siapapun WAKIL nya ... ga masalah . Yang terpenting .... Pak ANIES BASWEDAN menjadi  PRESIDEN 2024 🥰🥰🥰🥰🥰 https://t.co/qwrZ21xHJM,1
926,@Mdy_Asmara1701 🌹Antara Tanjung Pandan dan Tapak Tuan... 🌹Anies Baswedan calon pemimpin perubahan untuk persatuan... 🌹Anies Baswedan calon presiden yg siap utk melakukan perubahan... karena beliau punya prestasi dan reputasi serta kapasitas yg mumpuni.,1
927,PKS Menang Presiden Anies Baswedan❤👍👍👍,1
928,"Anies Baswedan bapak politik identitas, pembawa kehancuran, pembohong kelas kakap, tukang ngibulin rakyat, Anies sonde layak jadi Presiden https://t.co/O7xDmPEP74",0
929,@Humairah_922 Yang penting Anies Baswedan presiden ..!,1
930,@jansen_jsp @aniesbaswedan TETAP KAWAL BAPAK ANIES BASWEDAN MENJADI PRESIDEN RI KE 8 UNTUK 2 PERIODE 2024-2034,1
931,"Anies Baswedan ingin Jadi Presiden 2024, yaa sangat tidak pantas!!! https://t.co/QKQzLbcD2E",0
932,ANDA ITU TAU APA ROCKY GERUNG !!  Anies itu IQ nya tinggi Strategi nya tajam Jadi jangan sok tau kamu Gerung   Siapapun Cawapres nya Gua tidak peduli mau ahok mau puan mau Ade armando yg Penting Bagi Gua ANIES BASWEDAN Presiden nya  Kami sudah Cinta buta eh cinta mati sama dia 😍,1
933,"@anies_maniaa Kasih tau jakarta dibawah anis tuh banyak perubahan,ga black campagne,justru klo lu gtu ngasih kadar simpatisan anis tuh ga ada yg pinter nyebarin apa yg bakalan anies perbuat bakalan klo jdi presiden,anies baswedan bnyk prestasinya,anies susah payah bangun citra,lu malah jatuhin",1
934,"Kalangan pesantren menyambut positif deklarasi Anies Baswedan dan Muhaimin Iskandar sebagai calon presiden dan calon wakil presiden, karena Anies-Muhaimin duet yang tepat yang akan membawa kemajuan bagi bangsa Indonesia ke depan.  https://t.co/oMcq5lbVNo.",1
935,"@PDemokrat Siapapun cawapres nya, tetap Pak Anies Baswedan Presiden RI 2024.",1
936,"@naaooollll Siapapun wakilnya ingat tujuan awalnya adalah Anies Baswedan presiden. Yang penting menang, karena rekam jejaknya sudah jelas.",1
937,"Klo ada yg bilang..'Tadinya mw pilih Anies, eh wakil nya cak Imin,ga jd pilih ah', fix dia bukan pendukung Anies..tp pendukung capres sebelah.. bagi gw,yg penting presiden nya Anies Baswedan..#AniesMuhaimin2024 https://t.co/2d4IF2zmRu",1
938,@YepryR @Andiarief__ Saya simpatisan PKS saya tetap mendukung Pak Anies Baswedan capres..dan mendoakan semoga Pak Anies Baswedan terpilih menjadi presiden RI 2024,1
939,"@DrEvaChaniago @NyiRrk Ayo Relawan Anies kita Optimis Pak Anies Presiden karena Pak Anies punya Nilai Perubahan dan Perbaikan itu yg Kita Perjuangkan untuk kemenangan Anies Baswedan , sebab Pilpres itu Bukan sekedar Meramaikan atau Kompetisi saja Tapi Kita Harus Menang Perubahan harus ada kemenangan.",1
940,"Sesuai keputusan Rakernas ke-1 Partai Ummat, kami akan konsisten untuk mendukung dan memenangkan Bapak Anies Baswedan sebagai Presiden Republik Indonesia.  Jangan lupa follow Media Official Partai Ummat Kabupaten Cirebon :  https://t.co/yLcYfilCBG",1
941,Ganjar dan PDIP lebih keren kalau jadi oposisi. Memantau kinerja Anies Baswedan saat jadi presiden.,1
942,Anies baswedan semoga jadi presiden 2024 amin🤲,1
943,@liaasister Pasti la kami bisa Nilai sapa pemimpin yg benar tulus buat rakyat Indonesia.. Anies Baswedan presiden 2024..,1
944,"@CakKhum ...Anies Baswedan tentu punya maksud sekalian mendidik AHY punya pengalaman politik,bolehbjadi ..Anies sdh siapkan ' posisi ' AHY .Insyaa Allah ..Anies Allah SWT   qabulkan do'a2 Rakyat tuk jd Presiden Indonesia 2024..SBY mesti paham....",1
945,"@aniesbaswedan @PKSejahtera @msi_sohibuliman @pksjabar makin 💚 ma Bapak Presiden Anies Baswedan. bukan ma yg sebelah ya, yg katanya jago ngutang trus gk bayar, sm jago cawe. cuma itu aja bisanya 10 tahun 🤣""",1
946,@giginpraginanto TETAP KAWAL BAPAK ANIES BASWEDAN MENJADI PRESIDEN RI KE 8 UNTUK 2 PERIODE 2024-2034,1
947,"Partai Demokrat resmi menarik dukungan Anies Baswedan sebagai Bakal Calon Presiden 2024 dan keluar dari Koalisi Perubahan untuk Persatuan (KPP).   Gimana menurut kalian detik readers, akan kemana AHY selanjutnya berlabuh? Tulis dikolom komentar.  https://t.co/4vf3To7jwV https://t.co/KnpWGtGpUe",0
948,@detikcom Udah biasa itu. Bagaimana pun caranya Anies Baswedan tidak boleh jadi calon presiden,0
949,@VIVAcoid Alhamdulillah Anies Baswedan Presiden RI 2024,1
950,"@jansen_jsp @aniesbaswedan Saya asli Cirebon timur masih solid dukung pak Anies Baswedan presiden, siapapun cawapres nya saya masih Anies Baswedan",1
951,@DPP_PKB AMIN ANIES BASWEDAN PRESIDEN MUHAIMIN ISKANDAR WAKIL PRESIDEN #SayaNUsayaPKB #aniesmuhaimin2024,1
952,@ndryerlangga @StefanAntonio__ justru itu Bong biar nanti Pak Ganjar yang jadi mentri pendidikan di bawah presiden Anies Baswedan,1
953,@DarekaRendy @IcisPak Skrg... Antara calon presiden ketiga nya nilai plusnya hanya ada sama Anies Baswedan. Saudaraku,1
954,@DPP_PKB apapun rintangannya PKB pilihan saya dan Anies Baswedan - Gus Muhaimin Iskandar presiden dan wapres kita,1
955,"@voiceofpkb @cakimiNOW @aniesbaswedan PKB,NU ,Gus Muhaimin Anies Baswedan Calon presiden dan wapres 2024 ,Mantap",1
956,@cakimiNOW Alhamdulillah jelas dan lugas. Bismillah Anies Baswedan - Gus Muhaimin Iskandar dilantik sebagai.Presiden dan Wakil Presiden RI 2024-2029. AMIN,1
957,@YanHarahap Alhamdulillah rakyat sudah melihat fakta yg sebenarnya di acara mata Nazwa...faktanya justru kebalikannya...semakin respect dan yakin kepada Pak Anies Baswedan menuju Presiden RI 2024.,1
958,@Yurissa_Samosir Kita doa kan saja . Allohuma Soli ala saiyidina Muhammad semoga dengan Kun payakun mu ya Allah aku memohon kepada engkou kobulkan hajat ku  jadi kan pak ANIES Baswedan PRESIDEN RI 🤲 https://t.co/biyepFZLvz,1
959,@jansen_jsp TETAP KAWAL BAPAK ANIES BASWEDAN MENJADI PRESIDEN RI KE 8 UNTUK 2 PERIODE 2024-2034,1
960,Mas @AgusYudhoyono saya Juga kaget sekaligus kecewa karena mas @aniesbaswedan memilih mas @cakimiNOW tapi demi kebaikan bangsa Dan Negara saya akan tetap memilih mereka untuk memimpin Indonesia yang penting buat saya Pak Anies Baswedan yang jadi presiden https://t.co/9u8O1F3rZ8,1
961,"Bapak satu ini, salah satu Relawan Jarnas Anies Baswedan.  Hampir setiap hari tak kenal lelah sosialisasi Anies Presiden RI 2024 ke masyarakat Balikpapan  Panjang umur pak Yudo Manggolo dan semoga selalu diberi kesehatan. Ikhtiarmu menjadi tinta emas 🥰  #AniesPresiden2024 https://t.co/794v7v4hJt",1
962,Nggak usah memikirkan Anies Baswedan walaupun penggemar.  Pikirkan ahy yg lebih bermasa depan karena memiliki prinsip yg kuat &amp  tidak mudah digoyahkan. AHY lebih pantas jadi presiden dibandingkan dengan Anies Baswedan yg tidak punya pendirian tetap. Anies mirip Jokowi! Petugas!,0
963,"@duniabulat5 @ch_chotimah2 Mantaps Anies Baswedan, BuzzerRp rezim Jokowi  panik klo Anies jadi Calon Presiden. Takut kalah. Ha ha ha..😁 https://t.co/GnsVXzk7Gs",1
964,"Saya akan memilih PRESIDEN bukan Wakil Presiden, karna wakil itu hanya sebagai pelengkap tidak bisa membuat kebijakan dan tidak bisa mengambil keputusan, kebijakan dan keputusan wewenang Presiden  Jadi saya tetap akan memilih Capres Anies Baswedan  Setuju 🔄 dan ♥️",1
965,"Konsolidasi Desa Bersatu, dihadiri Perwakilan Fasilitator Desa Bersatu Se-Kabupaten Jawa Timur, Jawa Timur Bersatu untuk Anies Baswedan 2024 amin. Desa Bersatu, Desa Sejahtera, Anies Presiden Kita Capres kita 2024. #aniesbaswedan #muhaimin #aniesmuhaimin #caprescawapres2024 https://t.co/3S8S0ZS6El",1
966,"@Hasbil_Lbs @AgusYudhoyono @PDemokrat Alhamdulillah rakyat sudah melihat video di acara mata Najwa, ternyata fakta nya justru sebaliknya, semakin yakin dengan Pak Anies Baswedan Presiden RI 2024.",1
967,"Sahabatku, luruskan niat, setiap ikhtiar kita jangan lupa diniatkan menjadi amal sholeh. Takdir siapa yg menjadi presiden dan wakilnya itu mutlak Allah yg menentukan. Ayo kita melangkah ke depan bersama Anies Baswedan demi menyongsong Indonesia yg lebih baik.  Salam Perubahan.",1
968,"capres cam Anies Baswedan nih mati hatinye, ndak pantas jadi presiden Indonesia",0
969,"@AgusYudhoyono @PDemokrat Pak Anies Baswedan for Presiden Indonesia insa'ALLAH 2024,",1
970,Semoga  H. Anies Baswedan kelak presiden bisa menyelesaikan persoalan yg telah dibuat rezim.,1
971,@Hey_Maya1108 @MuhiqR @Yurissa_Samosir @Putri96960977 @NohCeukenohhh @DE_Sapta5 @Okta_Roza @makhluk_62 @choymarkochoy @Malika6027 @stacitarpeta18 @ErsatArema021 Semoga pak Anies Baswedan menjadi presiden Indonesia pada tahun 2024,1
972,Waspada Anies Baswedan dukung kebangkitan HTI!! Jangan sampai kita salah pilih presiden yaa #AniesGaBecus  #AniesGaBener  #AniesBapakPolitikIdentitasIndonesia  #TenggelamkanAniesBaswedan #AniesBersamaKelompokRadikal https://t.co/34LQAXxteK,0
973,@CNNIndonesia Semoga Anies Baswedan presiden,1
974,@rmol_id Seburuk buruk nya ANIES BASWEDAN jauh lebih buruk jika bergabung dengan Partai yang sudah melahirkan Presiden saat ini,1
975,Kau Bu Susi dan pak Anies Baswedan presiden RI,1
976,@Joker_Carlton @MinmonPS7 Tahun 2024 Presiden Republik Indonesia Bapak Anies Baswedan,1
977,"@tvOneNews Tujuannya ya jelas Agar masyarakat menilai wah calon wakil presiden dr anies baswedan masuk KPK. Jd jgn pilih lah, pilih ganjar atau prbwo aja lah krn beritanya bagus2"" Sasarannya ya masyarakat yg mudah trpengaruh berita tv tentunya.""",0
978,"Ini dia fakta tentang pak anies Baswedan, dia berhasil membangun kerja sama yang baik dengan pemerintah pusat dan daerah lainnya untuk kemajuan Jakarta. apa gak mantap Anies Presiden Ku",1
979,@fitrayanti_03 Anies Baswedan Presiden Ku sering berkolaborasi dengan sektor swasta untuk mewujudkan pembangunan berkelanjutan .,1
980,Pak Anies Baswedan Presiden Ku sering berkolaborasi dengan sektor swasta untuk mewujudkan pembangunan berkelanjutan,1
981,Pak Anies Baswedan Presiden Ku berhasil menurunkan angka pengangguran dan menciptakan lapangan kerja baru melalui program pemberdayaan ekonomi,1
982,"Fakta tentang pak anies Baswedan, dia berhasil membangun kerja sama yang baik dengan pemerintah pusat dan daerah lainnya untuk kemajuan Jakarta. beuh apa gak mantap Anies Presiden Ku jaya terus",1
983,Seberapa hebat calon Presiden Ku? Pastinya pak Anies Baswedan  berhasil membawa perubahan signifikan dalam dunia pendidikan Indonesia.keren pak Anies Presiden Ku,1
984,"Fakta tentang pak anies Baswedan, ia berhasil membangun kerja sama yang baik dengan pemerintah pusat dan daerah lainnya untuk kemajuan Jakarta. apa gak mantap Anies Presiden Ku",1
985,"@detikcom Alhamdulillah, Anies Baswedan presiden 2024",1
986,"Fakta tentang pak anies Baswedan, dia berhasil membangun kerja sama yang baik dengan pemerintah pusat dan daerah lainnya untuk kemajuan Jakarta.beuh apa gak mantap Anies Presiden Ku https://t.co/NxZBRZ6vHZ",1
987,"Rekam jejak sosok Anies Baswedan patut kita bilang Wooooeww banget cuy , Prestasi yang dia dapat bukan cuman di Indonesia aja lo tapi sudah di tingkat dunia.. Anies Presiden Ku memang luar biasa pokok nya https://t.co/JUcwmJgvDt",1
988,"Di usia muda anies baswedan sudah kelihatan jiwa pemimpin nya masih ada kah yang bilang pak anies tidak cocok ,saya rasa hanya orang buta dan tuli yang bilang pak anies tidak cocok jadi presiden. Kalau orang waras pasti bilang dia Anies Presiden Ku https://t.co/CGkFSKpIBS""",1
989,"Anies Baswedan dikenal sebagai pejuang pendidikan yang gigih, dengan merancang program Pendidikan Karakter untuk membangun generasi yang unggul. Emang pemimpin sejati yang bakalan konsisten membangun negeri. Anies Presiden Ku",1
990,"Partai Nasdem mengaku tak masalah jika PKS hengkang dari koalisi dan menarik dukungannya terhadap bakal calon presiden (capres), Anies Baswedan  https://t.co/dYNU4AoW2W https://t.co/xsWF3FjfPR",0
991,@firzahusainInc Aku  panatik... Seumur hidup ketika ada pemilu aku tetap pilih partai P3 tapi aku gak mau pilih presiden selain Anies baswedan,1
992,"Pilihan Presiden Ku itu Anies Baswedan , aku memilih bliau krna selain kerja nya yg sukses sebagai gubernur jakarta,. Jauh sebelum nya ia telah sukses sebagai menteri pendidikan &amp  kebudayaan yg melahirkan program” inovatif.",1
993,Anies Baswedan Presiden Ku sering berkolaborasi dengan sektor swasta untuk mewujudkan pembangunan berkelanjutan .,1
994,Anies Baswedan Presiden Ku sering berkolaborasi dengan sektor swasta untuk mewujudkan pembangunan berkelanjutan di jakarta ketika beliau menjabat sebagai gubernur Jakarta. Keren sih menurut gue.,1
995,@fitrayanti_03 @RHEGZloveyou Anies Presiden Ku mah nggak usah ragu lagi. Tetap semangat dukung terus Anies Baswedan,1
996,Yok move on pemenangan Anies  bukan terbawa tetangga yg junjunganya move anak buahnya di manfaatin cebong berupaya gembosin Anies .. Insyaallah Anies Baswedan presiden 2024 waspada kecurangan TSM ...  AMIN  Aamiin ... ya rabbal Al aamiin https://t.co/tt8T3blw4a,1
997,"Anies Baswedan dikenal sebagai sosok yang visioner, dengan menciptakan program Gerakan Indonesia Bersih untuk menciptakan lingkungan yang bersih dan sehat. Emang pas dah jadi RI 1 , Anies Presiden ku",1
998,Dedikasi Anies Baswedan dalam meningkatkan kualitas hidup masyarakat Indonesia tuh menurut gue keputusan yang bijak banget sih..kalau kalian setuju ngak sama gue!! Anies Presiden Ku https://t.co/MFPiz275w5,1
999,Anies Presiden Ku emang udah sering menciptakan program-program inovatif di bidang pengentasan kemiskinan. Jadi udah ngga kaget deh ama Prestasi nya. Dukung terus Anies Baswedan untuk jadi Presiden 2024,1
1000,Anies Baswedan itu pahlawan pendidikan yang berkomitmen memperbaiki sistem pendidikan di Indonesia. Pantesan dia jadi panutan kaum milenial keren abiesss sih pak anies cuk Anies Presiden Ku,1
1001,Indonesia menuju perubahan bersama Anies Baswedan  Anies Presiden Ku https://t.co/bRNzeEkGBe,1
1002,@jansen_jsp Insya Alloh jika Anies Baswedan Jadi Presiden AHY akan dijadikan MENHAN,1
1003,Garda Nasional Anies (Garnies) tetap solid mendukung pasangan Anies Baswedan sebagai Calon Presiden Republik Indonesia dan Muhaimin Iskandar sebagai Calon Wakil Presiden Republik Indonesia tahun 2024.  #2024aniespresiden #AMIN2024 https://t.co/rJj6OdErMp,1
1004,[ Tetap Solid ]  Ketua Umum Garnies Ibu @marlina_idha mengajak seluruh relawan tetap solid mendukung Anies Baswedan sebagai Calon Presiden 2024.  #2024Aniespresiden #AMIN2024 https://t.co/gyocyBxmnM,1
1005,"Anies Baswedan Capres Populer dan Favorit di Aceh. Anies Baswedan presiden kita""  @Aceh @CutSarina5 @BosPurwa @Yurissa_Samosir @t_ampoen #Amin https://t.co/XzhlRuxmKP""",1
1006,@voiceofpkb @DPP_PKB @cakimiNOW Semoga diberikan kemudahan Anies Baswedan dan Muhaimin Iskandar untuk presiden 2024-2029 Indonesia 🇮🇩 #gusiminpkbsatu  #aminindonesialebihbaik  #aniesmuhaimin2024,1
1007,@DPP_PKB Pasangan Anies Baswedan dan Gus Muhaimin Iskandar jadi presiden Republik Indonesia,1
1008,Grombolan banteng pasti kejang2.   Termasuk underbow PKI dan sekutu nya.   Tinggal bbrapa bulan lagi Jokowi slesai.  Dan Anies Baswedan presiden dan Gus Muhaimin wapres nya. 2024-2029. Batam dan Wadas wilayah akn di bangun kembali era Anies #melayuMenggugat #WadasMenggugat,1
1009,Anies Baswedan 💞  The Next Presiden ✊🇮🇩 https://t.co/WK6Rgy6s4r,1
1010,"Tidak bisa dipungkiri, kecerdasan Anies Baswedan diakui tingkat dunia. Semakin tampak berwibawa saja bapak, cocok jadi presiden Anies Berwibawa https://t.co/6tGkdgFJXJ",1
1011,. Salah satu alasan kenapa Anies Baswedan emang pas jadi presiden karena dia tuh punya sifat yang Ramah banget ke semua orang.   Anies Berwibawa,1
1012,"Anies Baswedan, calon presiden yang Keren dengan keberanian mengambil keputusan sulit demi kepentingan warganya. Salutttt banget sama perjuangan Anies.  Anies Berwibawa",1
1013,"ANIES BASWEDAN LICIKNYANYA DILUAR NURUL, NETIZEN NGAKAK DUA PRESIDEN DI ... https://t.co/yBATEjcscc lewat @YouTube",0
1014,Nyai dan Emak-emak Sampang Madura Deklarasi Dukung Anies Baswedan Presiden 2024  Yess!👍😊 https://t.co/LR2NjltbJ9,1
1015,"@KhoirilAnwar_ @Dennysiregar7 @ch_chotimah2 @Miduk17 @adri_7i @99propaganda @alextham878 @Alie_Fahnoor @are_inismyname @bengkeldodo @BANGSAygSUJUD @yosephrosario_ @G0mb4k @florieliciouss Asal kalian tahu ya, survei itu gak bakal menjamin si Wowo bakal menang!  Anies Baswedan yang bakal menang jadi Presiden!   SALAM PERUBAHAN!  #prabowokorupsi1760t",1
1016,"@TH_Foundt @M45Broo Kalo gak salah itu mahkota Kerajaan Inggris, ini pertanda 2024 pak Anies Baswedan presiden... terimakasih bro",1
1017,Relawan Anies Baswedan Madura Siap Memenangkan pasangan Anies Can Imin Presiden RI 2024. https://t.co/WeuqMNuRyk,1
1018,Anies tkg ngibul makanya demokrat rekam bukti  https://t.co/Lu1cIPI13W  Partai Demokrat menjawab keheranan bakal calon presiden Anies Baswedan soal dokumentasi surat tulisan tangan untuk Agus Harimurti Yudhoyono (AHY).,0
1019,kita yakin bahwa Anies Baswedan sebagai calon presiden akan mampu menggerakkan kekuatan nasional melalui kepemimpinannya yang berwawasan dan Berwibawa.  Anies Berwibawa @HermanKhiddir,1
1020,Masyarakat memilih Anies Baswedan sebagai calon presiden karena melihat dia sangat Berwibawa dan memiliki perhatian terhadap agama dan keadilan sosial.  Anies Berwibawa @KasraKasra15  @hermanfiveperMC https://t.co/7KXbRmO89T,1
1021,"Selalu ada harapan dan jawaban atas segala impian. Jangan patah semangat kawan tugas kita masih panjang kawal anies baswedan jadi presiden Indonesia ,, agar rakyat hidup bahagia .  Anies Berwibawa @hermanfiveperMC  @Nasyarazita12  @Emmerilfariski",1
1022,Masyarakat terus mendorong anies Baswedan untuk bisa menjadi presiden Indonesia.  Anies Berwibawa https://t.co/cfgBKkrDWN,1
1023,"Anies Baswedan, Contoh pemimpin Berwibawa yang nyata! berkomitmen untuk membangun Indonesia yang lebih baik dan maju jika terpilih menjadi presiden. Bacapres lain? Gue jamin cuma jual omong kosong doang.   Anies Berwibawa @adityOktavia https://t.co/H9tQYh0cDF",1
1024,@cakimiNOW Yang ziaroh dan mempertahankan Islam Nusantara sudah selayaknya memimpin bangsa ini. Anies Baswedan - Gus Muhaimin Presiden Wapres RI 2024,1
1025,@PKSejahtera Kami sekeluarga dukung PKS dan Pak Anies Baswedan jadi Presiden,1
1026,@JazuliJuwaini Kami sekeluarga PKS Partainya dan Anies Baswedan Presiden. ✌️ Semoga kita menang.,1
1027,"@BosPurwa Biarkan saja orang ngomong apapun yang PKS itu bukan lihat NU dan PKB nya tapi melihat sosok ANIES BASWEDAN harus jadi presiden, toh banyak kaum Nahdiyin (orang NU jadi kader PKS) biarkan pengamat politik ngoceh sampai berbusa dan menggiring opini publik",1
1028,"@hnurwahid @PKSejahtera @cakimiNOW Insyaallah kemenangan bisa di raih dgn ridho Allah SWT, Anies Baswedan terpilih sebagai presiden Republik Indonesia dan di kawal partai koalisi ( PKS+Nasdem+PD+PKB ) dgn perolehan kursi 51% lebih di DPR yg mengawasi/mengawal pemerintah..",1
1029,"@msaid_didu Anies Baswedan jadi presiden, hancur kan lah mereka itu yang rakus dan haus eksploitasi tanah negara..",1
1030,@DPP_PKB @cakimiNOW Sukses mencapai Indonesia lebih baik bersama calon Presiden Anies Baswedan dan Wakil presiden Gus Muhaimin. Aamiin   #PaslonAswajaNKRI #GusIminAniesZiarah,1
1031,"Mayoritas Mendukung / MemiLih Anies Baswedan CaLon Presiden Indonesia Thn 2024. Dari Sabang Sampai Merauke ..!!! SoaLnya Anies Baswedan Sudah Terbukti Pekerjaan nya Mengelolah Ibukota DKI Jakarta.. . &amp  Berhasil  Warga di Sejahterakan.  Se Andainya Anies Baswedan , Gubernur 10 Thn",1
1032,@MARQUEZ__93 Ga ngaruh pernyataan KH. Masyudi Nawawi kepada pemilih Muhaimin Iskandar di Jawa Timur. Mungkin memang banyak kyai yg tdk suka dg Muhaimin Iskandar. Tapi dlm Pilpres 2024 mereka akan coblos Anies Baswedan bkn Muhaimin Iskandar,1
1033,"@bachrum_achmadi Gak usah saran apapun ke PD, mereka sdh jumawa hrs mendapatkan jabatan Wapres sehingga kita mau lihat apakah benar mereka mendapatkan yg lbh baik daripada saat Masih dalam koalisi Perubahan dg Anies Baswedan sbg Presiden",1
1034,"@KompasTV Jika @aniesbaswedan tetap bertekad melakukan Perubahan, Anies Baswedan harus berani melalui jalan apapun yang bisa Merubah nasib Rakyat, Bangsa dan Negara  Kemenangan bukan hanya sebuah jabatan Presiden, kemenangan yang sebenarnya berhasil merubah sistem yang salah Menjadi Benar.",1
1035,@nahdiyinbersatu @NasDem @DPP_PKB InshaAllah Anies Baswedan dan Gusmuhaimin terpilih menjadi Presiden dan Wakil Presides RI 2024,1
1036,"Warga rempang,wadas dan masyarakat yg tertindas di era Jokowi,in syaa Allah jika pak anies Baswedan presiden, kalian akan hidup tenang di tanah yg kalian tempati selama ratusan tahun,, lihat lah jakarta, semua kembali tersenyum setelah ahok i gede bacot bikin kekacauan...",1
1037,"@nahdiyinbersatu @NasDem @DPP_PKB AMIN, Anies Baswedan dan Gus Imin semoga terpilih jadi Presiden dan wakil presiden",1
1038,@aniesbaswedan Aamiin 🤲 Anies Baswedan presiden,1
1039,@tempodotco In sya ALLAH Anies Baswedan jadi Presiden Indonesia Aaaamiiiin Ya Rabbal alamiiiin,1
1040,"Pak Anies Baswedan, jika anda terpilih jadi presiden, batalkan semua perjanjian yang banyak merugikan negara dan rakyat Indonesia..., tinggal kita lihat polri dan TNI berpihak kemana...ke rakyat atau ke China!!! https://t.co/EuSQB55RKx",1
1041,"@DPP_PKB @cakimiNOW Presiden dan Wakil Presiden RI 2024 ya Anies Baswedan - Gus Muhaimin Iskandar,,,Alfatihah,,, AMIN",1
1042,"@voiceofpkb @cakimiNOW @DPP_PKB Semoga Anies Baswedan - GusMuhaimin menjadi Presiden dan Wakil Presiden 2024,,AMIN kan 2024",1
1043,@voiceofpkb @cakimiNOW @aniesbaswedan @aniesbaswedan  @cakimiNOW  #PaslonAswajaNKRI #GusIminAniesZiara Semoga selalu di beri keberkahan untuk niat yg baik membangun Indonesia maju Bersama pasangan Calon Presiden Anies Baswedan dan GusMuhaimin Aminnn,1
1044,"Bolehlah dia doa begitu, Anies Baswedan presiden 2024 niscaya merapat ke partai Nasdem atau PKS melengkapi petualangan politiknya yg selalu pro penguasa",1
1045,@voiceofpkb @cakimiNOW @aniesbaswedan Anies Baswedan &amp  Muhaimin Iskandar In Syaa Allah menjadi Presiden &amp  Wakil Presiden 2024-2029..Aamiin,1
1046,@aniesbaswedan Alhamdulillah Bapak Anies Baswedan Presiden Indonesia yg akan datang.....salam dari Sumenep....kami sangat berharap dan berdoa Bapak Anies Baswedan dan Gus Muhaimin memimpin Indonesia,1
1047,Presiden 2024 Anies Baswedan,1
1048,"@ekowboy2 Calon Presiden RI 🇮🇩 GANJAR PRANOWO💪Bukan anies baswedan, tukang bekam kok  BICARA POLITIK OTAK TETAP TUMPUL !!!",0
1049,"@DoankWarto Terlalu banyak prestasi Pak Anies Baswedan yg diakui dari dalam dan luar negeri, beliau memang Calon Presiden RI yg tak bisa terbantahkan https://t.co/kIBbwJU9xS",1
1050,"Ada satu lagi yg terobsesi jadi presiden, si Anies Baswedan. Sejak jadi Menteri pun kabarnya sudah ngak mikirin apapun. Hanya ingin jadi presiden.",0
1051,“Kami akan terus memperkenalkan sosok pemimpin terbaik untuk Pemilu 2024 Bapak Anies Baswedan Presiden RI tahun 2024. Peresmian Kampung Anies ini bagian dari upaya gerakan sosialisasi. @RikeSants @abwnews_ @Yurissa_Samosir #AniesMenunjukkan #AniesSukses https://t.co/ZNrwkG22RQ,1
1052,DUKUNGAN untuk Anies Baswedan dalam menghadapi pemilihan presiden 2024 di Jawa Tengah (Jateng) terus bermunculan. Hal itu ditandai dengan banyaknya masyarakat Jawa Tengah yang menjadi relawan Anies Baswedan.  https://t.co/DsT3GAseox,1
1053,𝐈𝐭'𝐬 𝐓𝐢𝐦𝐞 Pak Anies Baswedan jadi Presiden RI  Kalau setuju Aamiin kan! https://t.co/5yzz6iEHTd,1
1054,@tifsembiring TETAP KAWAL BAPAK ANIES BASWEDAN MENJADI PRESIDEN RI KE 8 UNTUK 2 PERIODE 2024-2034,1
1055,@Metro_TV @aniesbaswedan Kawal pemilu - kawal pemilu jurdil - kita menangkan pak anies baswedan menjadi presiden republik indonesia  Kita tidak ingin rezim berulang Rakyat harus berjuang melawan perampasan tanah dari investasi atas nama negara  #TolakPenggusuranRempang  #SaveRempangBatam,1
1056,@OposisiCerdas Sebagai warga Jawa Barat saya akan memilih dan mendukung Anies Baswedan presiden 2024 titik..,1
1057,@BennyHarmanID @DrEvaChaniago Pilih Anis Jadi Presiden Setelah itu kita dorong kita kawal memperbsiki kondisi Potensi konflik mssih sangat besar dinegeri ini Fix ya... PILIH ANIES BASWEDAN,1
1058,"@CNNIndonesia Kita anggap biasa aja.. 2024 itu pemilihan presiden, Anies Baswedan yang kite dukung,kalau ada yang mau jadi artis pemeran di waktu adzan kita dukung..",1
1059,RATUSAN RIBU WANITA INDONESIA MEMPERCAYAKAN NASIBNYA KEPADA PKB. DAN PKB YAKIN SANGGUP DAN AKAN SIAP MELAKUKAN SELURUH KINERJA YANG BAIK DAN MENJAGA AMANA YANG DITIPKAN OLEH MEREKA. CALON WAKIL PRESIDEN CAK IMIN SIAP DAMPINGIN ANIES BASWEDAN #AniesMuhaimin2024 #Indonesia #PKB https://t.co/8LAOmK8Ilq,1
1060,"KSPSI MENDUKUNG HABIS-HABISAN GUS CAK IMIN SEBAGAI CALON WAKLI PRESIDEN DARI ANIES BASWEDAN. KARENA MENURUT PANDANGAN KSPSI, GUS CAK IMIN INI YAKIN ADALAH PEMIMPIN YANG AMANAH DAN AKAN MEMBUAT INDONESIA SEJAHTERA. #AniesMuhaimin2024 #Indonesia https://t.co/4BOnhw3v50",1
1061,@ruhutsitompul Anies Baswedan presiden ku,1
1062,ANIES Baswedan - Muhaimin Iskandar Presiden - Wakil Presiden 2024. AMIN.@aniesbaswedan - @cakimiNOW 🙏 https://t.co/zksnqTiiyx,1
